author,content,date,tags,title,url,website-domain
 Il Gazzettino Web,"



VALDOBBIADENE - Incidente stradale poco dopo la mezzanotte di lunedì 17 febbraio in via Erizzo a Valdobbiadene: una Golf condotta da italiano B.M. classe 1989 residente a Caerano San Marco... Articolo completo »   Commenti »
 Valdobbiadene

",2020-02-17,['Valdobbiadene'],"Incidente d'auto in Valdobbiadene, la macchina termina la corsa contro il cancello di una casa Foto",https://www.ilgazzettino.it/nordest/treviso/valdobbiadene_incidente_auto_oggi-5056705.html,www.ilgazzettino.it
 Il Gazzettino Web,"

MARCON - Rapina a mano armata questa mattina, lunedì 17 febbraio, nel bar Sole&Luna di Marcon. Il rapinatore ha colpito alla testa con il calcio della pistola il barista, che ha tentato di... Articolo completo »   Commenti »
 Marcon Municipi

",2020-02-17,"['Marcon', 'Municipi']","Marcon, rapina alle sei di mattina al bar Sole&Luna in piazza del Municipio",https://www.ilgazzettino.it/nordest/venezia/marcon_rapina_bar_municipio-5056720.html,www.ilgazzettino.it
 Il Gazzettino Web,"

CHIOGGIA - Incidente mortale a Chioggia verso le 17.40 in località Cantarana: un'auto è finita contro un platano per poi terminare la corsa fuoristrada nel terreno sotto il piano... Articolo completo »   Commenti »
 Veneto Chioggia

",2020-02-17,"['Veneto', 'Chioggia']",Auto contro un platano: muore una donna di 38 anni,https://www.ilgazzettino.it/nordest/venezia/auto_contro_platano_morta_donna_incidente_chioggia-5057354.html,www.ilgazzettino.it
 Il Gazzettino Web,"



NERVESA DELLA BATTAGLIA - Incidente stradale a Nervesa della Battaglia. Autobotte finisce con due ruote nel fossato e il vino che trasportava - 33.000 litri di prosecco - finisce in parte nel canale... Articolo completo »   Commenti »


",2020-02-17,[],Incidente stradale a Nervesa. Autobotte si schianta: 33.000 litri di prosecco in canale Foto,https://www.ilgazzettino.it/nordest/treviso/autobotte_ribaltata_vino_finisce_nel_canale-5057094.html,www.ilgazzettino.it
 La Gazzetta dello Sport,"

Per evitare la multa offre salsicce e liquore ai carabinieriL'uomo è stato arrestato. Era stato fermato perché non indossava la cintura di sicurezza Articolo completo »   Commenti »
 Carabinieri Arresti

",2020-02-17,"['Carabinieri', 'Arresti']",Per evitare la multa offre salsicce e liquore ai carabinieri,https://www.gazzetta.it/motori/la-mia-auto/17-02-2020/per-evitare-multa-offre-salsicce-liquore-carabinieri-ma-dai-3601022988288.shtml,www.gazzetta.it
 Il Gazzettino Web,"

CONA - Incidente mortale a Cona verso le 17.40 in località Cantarana: un'auto è finita contro un platano per poi terminare la corsa fuoristrada nel terreno sotto il piano... Articolo completo »   Commenti »


",2020-02-18,[],Schianto con la Mini contro un platano: muore donna di 38 anni,https://www.ilgazzettino.it/nordest/venezia/auto_contro_platano_morta_donna_incidente_cona_chioggia-5057354.html,www.ilgazzettino.it
 Il Gazzettino Web,"

Un anno fa pareva finita là, con le scuse dei leoni da tastiera al governatore Luca Zaia, accusato su Facebook di favoritismi alla moglie Raffaella, insinuazioni completamente infondate. Ma il... Articolo completo »   Commenti »
 Facebook

",2020-02-18,['Facebook'],Zaia diffamato sui social. Scuse inutili: due vicentini condannati,https://www.ilgazzettino.it/nordest/vicenza_bassano/diffamazione_luca_zaia_moglie_condanna-5058982.html,www.ilgazzettino.it
 Il Gazzettino Web,"

JESOLO - Cani liberi sulla spiaggia, sono già scattate le prime sanzioni. Gli agenti della Polizia locale hanno intensificato i controlli contro la pessima abitudine di lasciare i cani liberi... Articolo completo »   Commenti »
 Spiaggie

",2020-02-18,['Spiaggie'],"Stangata sui cani lasciati liberi in spiaggia, prime multe da 200 euro",https://www.ilgazzettino.it/nordest/venezia/jesolo_multe_cani_liberi_spiaggia-5057441.html,www.ilgazzettino.it
 Il Gazzettino Web,"

ORMELLE - Incidente stradale mortale questa mattina a Ormelle (Treviso), in via Ragazzoni: una vettura si è schiantata autonomante, andando praticamente distrutta nella parte anteriore.... Articolo completo »   Commenti »
 Ormelle Veneto Treviso

",2020-02-18,"['Ormelle', 'Veneto', 'Treviso']","Ormelle, incidente stradale in auto: parte anteriore disintegrata, morto un ventenne Foto",https://www.ilgazzettino.it/nordest/treviso/ormelle_incidente_auto_morto_oggi-5058957.html,www.ilgazzettino.it
 Il Gazzettino Web,"

VERONA - Possibile svolta nel processo della strage del bus ungherese del gennaio 2017 sulla A4 nei pressi di Verona: il Gup Gorra dopo l'udienza dl 24 gennaio scorso ha rinviato all'udienza... Articolo completo »   Commenti »
 Veneto Verona

",2020-02-18,"['Veneto', 'Verona']","Strage del bus in A4, morirono 16 ragazzi: l'autista chiede il rito abbreviato",https://www.ilgazzettino.it/nordest/verona/strage_bus_a4_morti_ragazzi_processo_autista_ultime_notizie-5059088.html,www.ilgazzettino.it
